Species	A1	A10	A11	A12	A2	A3	A4	A5	A6	A7	A8	A9	B1	B10	B11	B12	B2	B3	B4	B5	B6	B7	B8	B9	C1	C10	C11	C12	C2	C3	C4	C5	C6	C7	C8	C9	D1	D10	D11	D12	D2	D3	D4	D5	D6	D7	D8	D9	E1	E10	E11	E12	E2	E3	E4	E5	E6	E7	E8	E9	F1	F10	F11	F12	F2	F3	F4	F5	F6	F7	F8	F9	G1	G10	G11	G12	G2	G3	G4	G5	G6	G7	G8	G9	H1	H10	H11	H12	H2	H3	H4	H5	H6	H7	H8	H9	ITS1f	ITS4	ITS4-IT	ITS4A	gITS7
Fungi;Ascomycota;Sordariomycetes;Sordariales;Chaetomiaceae;Taifanglania;Taifanglania major	0	0	0	0	30	5	5	2	1	0	2	4	1	0	0	0	2	1	0	0	4	1	2	7	224	0	0	0	0	1	1	7	0	2	0	10	1	0	0	0	4	1	0	2	0	13	2	0	2	0	0	0	20	0	0	8	14	4	1	0	14	0	0	0	1	0	2	0	76	1	0	77	0	0	0	0	1	0	0	6	6	1	0	0	1	0	0	0	43	4	720	9	974	1	0	6	0	11	0	10	0
Fungi;Ascomycota;Sordariomycetes;Sordariales;Chaetomiaceae;Thielavia;Thielavia arenaria	1	0	0	0	5	38	69	0	0	1	39	78	0	3	0	0	11	12	7	12	1	3	0	0	11	0	0	0	4	7	127	0	0	0	0	5	0	0	0	0	0	21	7	91	0	24	1	0	13	0	0	11	10	0	7	1	2	103	5	0	10	0	0	0	0	2	124	5	0	0	1	21	4	0	0	0	15	0	216	0	18	1	0	0	0	1	0	0	0	17	12	13	20	39	0	1	0	5	0	1	0
Fungi;Ascomycota;Sordariomycetes;Sordariales;Chaetomiaceae;Thielavia;Thielavia sp	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Sordariomycetes;Sordariales;Chaetomiaceae;Thielavia;Thielavia terrestris	0	0	0	0	0	11	0	17	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	2	0	0	0	0	5	0	16	0	0	48	0	0	0	0	3	0	0	0	22	6	1	0	0	0	0	0	0	0	0	1	3	0	0	0	1	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	12	0	2	0	0	0	1	0
Fungi;Ascomycota;Sordariomycetes;Sordariales;Chaetomiaceae;unidentified;?	135	0	0	1	14	660	1	10	50	0	2	77	21	0	0	0	32	1012	15	8	136	3	121	555	30	0	0	1	22	584	8	21	43	1066	3	904	103	0	0	3	6	17	1	4	0	1455	48	0	360	4	30	0	30	0	9	6	256	1043	1	564	58	0	0	0	56	0	37	15	78	83	13	517	14	0	0	0	203	0	1	0	247	92	0	0	92	1	1	0	273	1	55	2	383	57	0	28	0	202	0	28	0
Fungi;Ascomycota;Sordariomycetes;Sordariales;Chaetomiaceae;unidentified;Chaetomiaceae sp	513	0	4	20	190	1337	1311	14186	140	207	124	12404	134	10	0	0	300	489	1218	4633	901	1697	280	9494	712	8	0	7	98	618	363	8887	931	9514	21	5617	572	20	2	2	129	237	54	7481	1059	2117	763	1	1325	52	203	882	494	7	326	7899	9230	4738	202	2152	506	0	0	11	2485	111	3340	44	5515	1025	28	17971	1066	0	0	0	1170	204	875	40	3912	761	3	0	1913	0	1	0	949	2509	218	36	2534	262	1	541	0	437	0	281	0
Fungi;Ascomycota;Sordariomycetes;Sordariales;Helminthosphaeriaceae;Vermiculariopsiella;Vermiculariopsiella dichapetali	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Sordariomycetes;Sordariales;Incertae sedis;Madurella;Madurella sp TMMU3956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Sordariomycetes;Sordariales;Lasiosphaeriaceae;?;?	87	0	5	1	2054	805	4	50	7	1	3	1	6220	0	0	0	66	801	4	1	2	4	78	2	9	2	0	22	281	451	118	7	9	3	7	0	329	0	0	1	6	881	10	91	5	584	1	0	78	60	0	14	236	0	1	1	5	66	10	0	149	0	0	0	13	5	90	81	3	2	11	1	166	0	0	0	161	1	33	2	1	1354	1	0	1480	0	1	0	1951	9	0	14	270	648	0	5	0	112	0	31	0
Fungi;Ascomycota;Sordariomycetes;Sordariales;Lasiosphaeriaceae;Apodus;Apodus sp	0	0	0	0	0	12	0	0	0	0	0	0	1	0	0	0	11	8	0	0	0	0	0	0	4	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	17	0	0	0	0	0	0	0	1	0	0	0	0	38	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12	0	0	0	1	0	0	0	0	4	0	2	0
Fungi;Ascomycota;Sordariomycetes;Sordariales;Lasiosphaeriaceae;Cercophora;Cercophora caudata	10	0	1	0	17	29	0	2	0	27	0	0	41	0	0	0	14	67	16	0	0	0	2	0	1	0	0	1	51	18	89	0	2	0	129	0	8	0	0	0	5	36	0	725	0	0	0	0	19	0	0	86	17	0	1	228	0	0	1	0	72	0	0	0	1	1	23	14	0	0	0	0	11	0	0	0	20	0	2	92	0	39	0	0	6	0	0	0	418	31	0	1	1	0	0	0	0	29	0	5	0
Fungi;Ascomycota;Sordariomycetes;Sordariales;Lasiosphaeriaceae;Podospora;?	86	0	0	0	218	23	17	0	0	13	1	0	17	0	0	0	10	3	253	14	0	0	232	0	6	0	0	0	0	2	16	0	2	0	2	0	2	0	0	0	6	114	0	33	0	0	15	0	14	0	0	0	0	0	1	4	0	0	1	0	3	0	0	0	1	0	9	3	0	0	1	0	20	0	0	0	25	0	0	0	1	0	0	0	13	0	0	0	35	0	0	25	0	1	0	2	0	4	0	1	0
Fungi;Ascomycota;Sordariomycetes;Sordariales;Lasiosphaeriaceae;Podospora;Podospora sp	10	0	0	0	66	113	14	95	7	1	6	0	422	0	0	0	6	104	12	0	7	56	3	0	17	0	0	9	174	17	54	1	14	0	18	0	4	5	0	0	96	117	4	1	286	0	2	0	506	0	0	2	77	0	89	0	488	53	5	0	174	0	0	0	3	12	60	24	0	0	6	1	25	0	0	0	246	0	1	0	460	212	0	0	3	0	0	0	1001	0	1	0	131	12	0	12	0	42	0	7	0
Fungi;Ascomycota;Sordariomycetes;Sordariales;Lasiosphaeriaceae;Podospora;Podospora sp SS_1396	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	14	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	143	0	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	9	85	0	9	0	0	0	2	0	4	0	2	0
Fungi;Ascomycota;Sordariomycetes;Sordariales;Lasiosphaeriaceae;Zopfiella;?	16	0	0	1	33	1396	1	4	1	0	11	26	336	0	0	0	6	66	11	411	0	1	0	0	79	0	0	7	96	531	1088	556	5	2	0	52	122	0	2	1	31	26	31	1	2	0	18	0	96	2	1	3	18	0	15	572	0	40	2	55	61	0	0	1	12	4	42	18	1	0	29	0	30	0	0	0	115	77	1	0	5	0	0	0	65	0	0	0	732	39	0	0	15	17	0	2	0	34	0	8	0
Fungi;Ascomycota;Sordariomycetes;Sordariales;Sordariaceae;?;?	0	0	0	0	27	3	135	1	1	0	21	10	12	0	0	0	201	34	2	0	22	38	12	19	519	1	0	0	1	0	1	0	121	16	10	28	247	0	0	0	4	54	0	339	45	5	278	2	34	67	0	38	16	0	1	5	8	22	0	0	17	0	0	0	4	0	11	6	40	1	0	81	387	0	0	0	14	1	3	29	0	2	0	0	3331	0	0	0	20	15	1	4	12	75	0	30	0	74	0	21	0
Fungi;Ascomycota;Sordariomycetes;Sordariales;Sordariaceae;Neurospora;?	0	0	0	0	5	0	15	0	0	0	7	1	0	2	0	0	247	2	0	0	3	323	2	2	20	0	0	0	0	0	114	0	1	1	1	3	4	0	0	0	0	9	0	9	49	0	20	0	6	2	0	1	251	0	0	2	1	2	9	0	0	0	0	0	0	0	132	0	2	1	0	18	8	0	0	0	1	0	59	19	0	0	0	0	130	1	0	0	3	1	1	22	257	20	0	1	0	16	0	6	0
Fungi;Ascomycota;Sordariomycetes;Sordariales;Sordariaceae;unidentified;Sordariaceae sp	58	0	12	1	2008	152	5293	282	213	5	1203	39	385	7	0	1	2260	391	15	9	462	2813	482	63	2164	5	1	5	181	16	1480	12	306	466	86	806	786	511	136	0	240	2038	241	1960	31164	231	6545	5	108	265	22	188	3116	0	12	184	433	879	136	2	240	0	0	5	465	931	2003	212	124	8	25	8439	1256	0	0	0	47	4941	389	107	40	2822	13	0	11610	22	0	0	552	1498	7	1418	918	7027	3	322	0	739	0	222	0
Fungi;Ascomycota;Sordariomycetes;Sordariales;unidentified;?;?	6	0	0	0	0	64	2	83	0	2	0	0	13	0	0	0	11	179	2	2	0	775	1	0	0	0	0	0	1	46	224	4317	7	0	1	0	10	0	0	0	1	1	6	444	5	1	2	0	7	6	0	61	1	0	5	1423	8	0	4	0	488	0	0	0	1	49	79	79	6	0	1	1	19	0	0	0	298	0	3	2	3	0	0	0	75	0	0	0	29	40	1	2	0	1	0	13	0	99	0	11	0
Fungi;Ascomycota;Sordariomycetes;Sordariales;unidentified;unidentified;?	3	2	0	0	4	242	24	2770	3	5	0	1	10	3	0	0	142	245	62	353	5	114	0	1	414	6	0	2	8	846	149	210	508	289	2	157	46	1	9	4	80	1	6	2400	3	48	29	0	303	4	7	242	9	0	101	5833	11	49	7	36	174	0	2	0	74	60	167	173	4	2	7	22	292	0	0	0	193	538	619	614	71	44	0	0	249	0	0	0	239	795	1	0	4	0	0	20	0	168	0	33	0
Fungi;Ascomycota;Sordariomycetes;Sordariales;unidentified;unidentified;Sordariales sp	3	0	0	0	1	0	1	373	0	0	0	0	0	0	0	0	5	1	0	84	1	118	0	0	2	0	0	0	1	1	4	0	0	0	1	0	2	63	0	0	1	0	0	1	3284	0	2	0	4	0	0	0	0	0	2	1	797	3	0	0	6	0	0	0	0	1	16	31	0	0	2	0	9	0	0	0	1	0	2	0	316	0	0	0	4	0	0	0	4	0	0	21	1	0	0	0	0	8	0	17	0
Fungi;Ascomycota;Sordariomycetes;Trichosphaeriales;Incertae sedis;unidentified;?	0	0	0	0	0	0	2	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	10	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0
Fungi;Ascomycota;Sordariomycetes;Trichosphaeriales;Incertae sedis;unidentified;Trichosphaeriales sp	15	0	0	1	5	129	92	1	3164	0	0	3	15	0	0	0	107	12	38	2	6	20	0	0	24	0	0	1	18	21	136	0	8	0	1	15	6	0	0	0	4	31	82	0	0	1	16	0	47	2	0	0	38	0	38	991	340	1	1	99	124	0	0	0	44	9	18	21	43	45	5	0	21	0	0	0	2	0	2	2	1	8	0	0	35	0	0	0	83	57	48	0	74	35	0	1	0	33	0	6	0
Fungi;Ascomycota;Sordariomycetes;Xylariales;?;?;?	448	0	0	0	1	4	1	0	7	28	109	11	4	0	0	0	1	8	6	1	62	1	24	0	3	8	0	0	9	2	11	0	996	57	0	44	1	0	1	0	14	15	5	36	1	0	18	0	18	0	1	5	13	0	17	312	51	66	0	1	0	0	0	0	1	256	7	15	0	29	0	1	9	0	0	0	11	39	1	0	0	35	0	0	5	0	0	0	18	27	21	7	47	42	1	3	0	32	0	7	0
Fungi;Ascomycota;Sordariomycetes;Xylariales;Amphisphaeriaceae;Bartalinia;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Sordariomycetes;Xylariales;Amphisphaeriaceae;Bartalinia;Bartalinia robillardoides	8	0	1	3	18	57	51	2	1	2	100	40	9	0	0	0	35	253	8	56	304	7	73	9	94	0	0	0	0	44	183	22	1	0	74	45	38	0	5	0	2	30	20	141	38	28	95	0	48	1	1	25	25	0	23	19	6	7	2	14	13	0	0	0	35	0	33	9	439	0	2	1	80	0	1	0	241	144	0	0	2	142	1	0	32	3	0	0	162	178	0	5	22	1	0	12	0	25	0	8	0
Fungi;Ascomycota;Sordariomycetes;Xylariales;Amphisphaeriaceae;Pestalotiopsis;?	0	0	0	0	0	0	0	6	0	0	22	0	0	0	0	0	0	1	1	1	11	7	1	0	7	0	0	0	0	0	2	2	0	0	0	11	2	1	0	0	0	0	0	6	53	1	6	0	1	0	0	1	2	0	2	1	0	2	0	0	1	0	0	0	0	0	1	1	0	0	0	1	4	0	0	0	7	0	0	5	3	2	0	0	0	0	0	0	1	1	0	2	0	17	0	0	0	7	0	1	0
Fungi;Ascomycota;Sordariomycetes;Xylariales;Amphisphaeriaceae;Pestalotiopsis;Pestalotiopsis anacardiacearum	7	0	1	0	2	6	44	98	0	2	59	0	6	0	0	0	39	8	9	24	82	102	3	25	60	0	0	1	3	9	8	7	3	10	8	115	2	9	0	0	0	4	1	134	514	22	14	0	14	0	3	14	60	0	0	15	55	31	0	0	14	0	0	0	11	0	8	10	0	3	1	14	18	0	0	0	24	0	1	121	3	81	0	0	0	3	0	0	14	17	0	29	15	16	0	2	0	15	0	1	0
Fungi;Ascomycota;Sordariomycetes;Xylariales;Amphisphaeriaceae;Seiridium;?	2	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	16	1	0	0	1	0	0	0	3	0	0	0	0	1	0	0	1	1	3527	0	0	0	0	0	0	0	0	1	0	1	0	0	3	0	0	0	16	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	193	0	0	1	0	0	0	0	0	0	7	1	0	74	1	29	0	10	0	14	0	1	0
Fungi;Ascomycota;Sordariomycetes;Xylariales;Amphisphaeriaceae;unidentified;Amphisphaeriaceae sp	0	0	0	2	2	1	82	0	0	5	0	1	1	0	0	0	15	4	0	108	2	8	1	0	7	0	0	0	0	6	72	50	0	0	0	0	14	0	2	0	0	1	8	178	0	0	0	0	24	0	0	23	6	0	21	5	1	1	0	0	4	0	0	0	0	5	0	3	722	0	0	0	36	0	0	0	1	19	1	0	0	0	0	0	1	0	0	0	0	206	2	5	0	0	0	3	0	3	0	3	0
Fungi;Ascomycota;Sordariomycetes;Xylariales;Diatrypaceae;?;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	5	0	0	0	0	0	0	0	0	0	0	26	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Sordariomycetes;Xylariales;Diatrypaceae;Eutypella;Eutypella sp HVFG02B	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	30	0	0	0	0	0	0	0	5	0	1	1	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Fungi;Ascomycota;Sordariomycetes;Xylariales;Hyponectriaceae;?;?	298	0	1	4	7	70	2	2	0	0	382	0	17	0	0	0	10	32	29	3	429	17	506	32	110	0	0	1	73	120	145	1	123	25	180	69	29	0	0	0	12	50	3	20	2	0	145	0	27	0	2	2	67	0	3	0	559	131	2	12	41	1	0	0	63	436	29	25	96	0	1	49	13	0	0	0	142	14	4	13	32	257	1	0	19	13	0	0	344	1	1	5	73	153	0	17	0	38	0	15	0
Fungi;Ascomycota;Sordariomycetes;Xylariales;Hyponectriaceae;Beltraniella;?	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	15	10	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Sordariomycetes;Xylariales;Hyponectriaceae;Beltraniella;Beltraniella sp	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	6	0	0	0	1	0	1	0	0	0	0	0	3	0	0	0	3	2	0	2	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0
Fungi;Ascomycota;Sordariomycetes;Xylariales;Incertae sedis;Coniocessia;Coniocessia nodulisporioides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Sordariomycetes;Xylariales;Incertae sedis;Dinemasporium;?	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	1	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Fungi;Ascomycota;Sordariomycetes;Xylariales;Incertae sedis;Microdochium;Microdochium sp ASR_195	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Sordariomycetes;Xylariales;Incertae sedis;Microdochium;Microdochium sp E9329c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	1	1	0	7	0	0	0	0	0	0	0	0	7	0	0	0	4	0	0	0	0	6	0	0	3	0	0	0	0	0	0	14	0	0	0	0	3	0	0	0	0	22	0	1	0	0	0	1	0	3	0	0	0
Fungi;Ascomycota;Sordariomycetes;Xylariales;Incertae sedis;Microdochium;Microdochium sp WZ_2014	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Sordariomycetes;Xylariales;Incertae sedis;Monographella;?	2	0	0	0	0	9	15	59	1021	4	0	0	0	0	0	0	0	7	2	0	1	13	50	5	2	0	0	0	6	22	9	0	26	0	2	3	1	0	0	0	1	6	0	19	45	0	32	0	5	0	0	1	3	0	1	0	8	5	0	0	33	0	0	0	5	0	9	5	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	9	0	0	3	0	14	0	1	0	10	0	0	0
Fungi;Ascomycota;Sordariomycetes;Xylariales;Incertae sedis;Monographella;Monographella cucumerina	1	0	0	0	0	1	1	11	235	3	0	0	0	0	0	0	0	3	1	0	1	4	16	10	1	0	0	0	3	13	3	0	5	0	0	4	0	1	0	0	0	4	0	4	10	0	12	0	1	0	1	0	0	0	0	0	0	1	0	0	6	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	3	0	0	0	0	2	0	0	0	7	0	1	0
Fungi;Ascomycota;Sordariomycetes;Xylariales;Xylariaceae;?;?	18	0	1	1	12	77	72	8	15	24	10	177	2	0	0	2	6	14	56	67	269	54	42	286	23	4	0	0	20	14	78	93	94	4	21	220	8	39	0	0	21	23	55	41	2188	503	362	0	12818	0	10	15	27	0	39	8	1717	173	3	3	24	0	0	5	42	16	119	141	310	123	3	66	43	0	0	0	3	1	6	5	142	377	1	0	13	0	0	0	17	36	5	40	102	195	3	80	0	128	0	35	0
Fungi;Ascomycota;Sordariomycetes;Xylariales;Xylariaceae;Ascotricha;Ascotricha sp OUCMB0118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Sordariomycetes;Xylariales;Xylariaceae;Hypoxylon;?	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	11	0	0	5	0	0	19	0	0	0	0	0	3	12	0	0	0	29	0	0	0	2	0	2	0	2	0	0	0	0	0	0	0	0	0	9	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	130	0	0	49	0	0	0	0	0	0	0	0	14	0	1	0	2	0	1	0
Fungi;Ascomycota;Sordariomycetes;Xylariales;Xylariaceae;Hypoxylon;Hypoxylon ochraceum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Sordariomycetes;Xylariales;Xylariaceae;Hypoxylon;Hypoxylon sp	0	0	0	0	0	1	0	0	0	0	0	5	2	0	0	0	0	3	6	0	48	0	5	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	8	0	133	0	0	0	0	0	0	0	1	0	4	0	47	0	0	0	9	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	2	0	0	0	7	1	2	0	0	0	0	0	0	2	0	1	0
Fungi;Ascomycota;Sordariomycetes;Xylariales;Xylariaceae;Hypoxylon;Hypoxylon sp H234	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Sordariomycetes;Xylariales;Xylariaceae;Hypoxylon;Hypoxylon sp SUT066	0	0	0	0	3	6	0	0	0	0	0	0	1	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	2	0	29	0	0	23	0	0	0	0	3	12	0	0	0	0	1	0	7	0	0	0	11	0	0	0	5	57	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	10	0	0	0	0	49	0	0	0	0	0	0	2	0	0	0	0	14	0	0	0	4	0	0	0
Fungi;Ascomycota;Sordariomycetes;Xylariales;Xylariaceae;Muscodor;Muscodor albus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Sordariomycetes;Xylariales;Xylariaceae;Virgaria;?	24	0	0	0	0	1	0	2	1	2	32	26	0	0	0	0	9	8	7	0	74	9	48	16	2	0	0	0	6	0	37	0	8	0	16	47	5	0	0	0	6	0	6	0	1	0	67	0	0	0	1	0	16	0	9	1	27	218	0	38	5	0	0	3	17	1	1	0	0	687	0	16	3	0	0	0	6	0	0	0	0	36	0	0	3	0	0	0	17	0	0	11	0	58	0	6	0	6	0	4	0
Fungi;Ascomycota;Sordariomycetes;Xylariales;Xylariaceae;Virgaria;Virgaria nigra	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	11	4	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	2	0
Fungi;Ascomycota;Sordariomycetes;Xylariales;Xylariaceae;Virgaria;Virgaria sp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	1	0	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Fungi;Ascomycota;Sordariomycetes;Xylariales;Xylariaceae;Xylaria;?	1	0	0	0	1	2	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	20	0	1	0	0	1	6	2	0	60	3	0	26	2	0	0	0	1	2	0	0	2	68	22	0	0	0	1	0	0	2	3	0	92	5	0	1	3	0	0	0	6	1	0	0	0	18	0	0	3	0	0	0	4	1	2	0	21	0	0	0	0	0	0	0	9	0	0	0	1	27	0	0	0	6	0	3	0
